Date,State,Max Demand Met,Shortage During Peak,Energy Met,Drawl Schedule,OD(+) / UD(-),Max OD,Energy Shortage
2020-01-01 00:00:00,Andhra Pradesh,8561,0,170.1,66.3,-0.5,367,0
2020-01-01 00:00:00,Arunachal Pradesh,109,1,2.2,1.9,0.2,34,0
2020-01-01 00:00:00,Assam,1358,28,23.4,17.3,1.3,90,0.2
2020-01-01 00:00:00,Bihar,4656,0,82,81.2,-0.7,255,0
2020-01-01 00:00:00,Chandigarh,306,0,4.9,4.7,0.2,46,0
2020-01-01 00:00:00,Chhattisgarh,3767,0,78.8,27.6,-1,435,0.1
2020-01-01 00:00:00,DD,307,0,6.9,6.4,0.5,46,0
2020-01-01 00:00:00,DNH,773,0,18.2,18.3,-0.1,30,0
2020-01-01 00:00:00,DVC,3090,0,64.3,-31.5,-0.4,200,0
2020-01-01 00:00:00,Delhi,5149,0,85.5,73.1,0.3,285,0
2020-01-01 00:00:00,ER Odisha,,,,,,,
2020-01-01 00:00:00,Essar steel,318,0,5.1,5.6,-0.5,262,0
2020-01-01 00:00:00,Goa,508,25,13.7,11.3,1.9,38,0.4
2020-01-01 00:00:00,Gujarat,15676,0,316.7,68.5,-2.5,538,0
2020-01-01 00:00:00,HP,1692,0,30.1,23.7,-0.3,134,0
2020-01-01 00:00:00,Haryana,6808,0,133.5,77.5,-0.7,174,0
2020-01-01 00:00:00,J&K(UT) & Ladakh(UT),,,,,,,
2020-01-01 00:00:00,Jharkhand,1391,0,25.6,17,-0.5,180,0
2020-01-01 00:00:00,Kerala,3716,0,73.6,56.1,1,203,0
2020-01-01 00:00:00,MP,14498,0,253.6,122.8,-3.9,320,0
2020-01-01 00:00:00,Manipur,211,2,2.4,3.1,-0.7,23,0
2020-01-01 00:00:00,Mizoram,102,0,1.8,1.4,0.3,14,0
2020-01-01 00:00:00,NER Meghalaya,363,0,6.5,3,0.6,69,0.5
2020-01-01 00:00:00,NR UP,16894,310,311.8,143,0.2,491,1.1
2020-01-01 00:00:00,Nagaland,127,1,2.2,2.3,-0.2,16,0
2020-01-01 00:00:00,Puducherry,,,,,,,
2020-01-01 00:00:00,Punjab,6203,0,121.9,55.2,-1.8,97,0
2020-01-01 00:00:00,Rajasthan,13128,386,240.2,67.1,0.4,510,0
2020-01-01 00:00:00,SR Karnataka,11660,0,212.2,59.4,0.6,819,0
2020-01-01 00:00:00,Sikkim,129,0,1.9,1.7,0.2,40,0
2020-01-01 00:00:00,Tamil Nadu,13703,0,285.2,165.9,1.6,530,0
2020-01-01 00:00:00,Telangana,10347,0,204.5,100.3,-0.6,399,0
2020-01-01 00:00:00,Tripura,231,0,3.6,1.6,-0.2,28,0
2020-01-01 00:00:00,Uttarakhand,2088,0,39.3,26.3,-0.2,133,0.1
2020-01-01 00:00:00,WR Maharashtra,,,,,,,
2020-01-01 00:00:00,West Bengal,6255,0,110.2,28.2,-0.3,375,0
2020-01-02 00:00:00,Andhra Pradesh,8657,0,165.2,61.6,-0.6,366,0
2020-01-02 00:00:00,Arunachal Pradesh,117,2,2.2,1.8,0.3,29,0
2020-01-02 00:00:00,Assam,1264,16,21.7,17.4,0.2,105,0.4
2020-01-02 00:00:00,Bihar,4424,0,82.9,81.6,0.1,470,0
2020-01-02 00:00:00,Chandigarh,293,0,4.8,4.7,0.1,43,0
2020-01-02 00:00:00,Chhattisgarh,3509,0,74.8,26.1,-2.2,181,0
2020-01-02 00:00:00,DD,263,0,5.8,5.6,0.2,31,0
2020-01-02 00:00:00,DNH,728,0,16.7,16.8,-0.1,27,0
2020-01-02 00:00:00,DVC,3060,0,64.6,-30.7,-0.2,270,0
2020-01-02 00:00:00,Delhi,5210,0,83.5,71.9,0.4,369,0
2020-01-02 00:00:00,ER Odisha,,,,,,,
2020-01-02 00:00:00,Essar steel,277,0,5.5,5.3,0.2,234,0
2020-01-02 00:00:00,Goa,476,0,12.6,9.7,2.3,34,0
2020-01-02 00:00:00,Gujarat,14523,0,301.9,58,-5.1,651,0
2020-01-02 00:00:00,HP,1722,0,30.1,23,0.3,248,0
2020-01-02 00:00:00,Haryana,6453,0,128.2,73.6,0.1,261,0
2020-01-02 00:00:00,J&K(UT) & Ladakh(UT),,,,,,,
2020-01-02 00:00:00,Jharkhand,1281,0,26.3,17.4,-0.5,120,0
2020-01-02 00:00:00,Kerala,3560,0,73.4,56.2,1.2,187,0
2020-01-02 00:00:00,MP,13575,0,239.3,113.6,-3,325,0
2020-01-02 00:00:00,Manipur,193,3,2.4,3,-0.6,23,0
2020-01-02 00:00:00,Mizoram,98,1,1.7,1.5,-0.3,9,0
2020-01-02 00:00:00,NER Meghalaya,379,0,6.3,3.2,0.4,69,0
2020-01-02 00:00:00,NR UP,16987,0,320.7,149.6,0.1,756,0
2020-01-02 00:00:00,Nagaland,121,2,2.2,2.2,-0.2,33,0
2020-01-02 00:00:00,Puducherry,,,,,,,
2020-01-02 00:00:00,Punjab,6057,0,118.8,63.2,-1.3,164,0
2020-01-02 00:00:00,Rajasthan,13711,0,239.8,62.1,-1.2,561,0
2020-01-02 00:00:00,SR Karnataka,11590,0,205.3,55.4,0.3,639,0
2020-01-02 00:00:00,Sikkim,120,0,1.7,1.7,0.1,35,0
2020-01-02 00:00:00,Tamil Nadu,11770,0,270.3,160.1,-0.4,439,0
2020-01-02 00:00:00,Telangana,10253,0,201.2,100,-1.5,646,0
2020-01-02 00:00:00,Tripura,220,0,3.5,1.5,-0.4,29,0
2020-01-02 00:00:00,Uttarakhand,2114,0,38.1,24,-0.2,143,0
2020-01-02 00:00:00,WR Maharashtra,,,,,,,
2020-01-02 00:00:00,West Bengal,6009,0,106.8,24.2,1.5,240,0
2020-01-03 00:00:00,Andhra Pradesh,8414,0,167.4,64.3,-0.6,416,0
2020-01-03 00:00:00,Arunachal Pradesh,116,2,2.2,1.9,0.2,50,0
2020-01-03 00:00:00,Assam,1382,8,22.5,17.4,0.4,191,0.2
2020-01-03 00:00:00,Bihar,4556,0,77,76.3,-0.5,252,0
2020-01-03 00:00:00,Chandigarh,260,0,4.3,4.4,-0.1,27,0
2020-01-03 00:00:00,Chhattisgarh,3447,0,69,20.8,-2.1,269,0
2020-01-03 00:00:00,DD,305,0,6.4,6.2,0.2,33,0
2020-01-03 00:00:00,DNH,792,0,17.6,17.6,0,41,0
2020-01-03 00:00:00,DVC,3078,0,62.8,-30.4,-0.1,203,0
2020-01-03 00:00:00,Delhi,4690,0,79.2,69,-0.4,338,0
2020-01-03 00:00:00,ER Odisha,,,,,,,
2020-01-03 00:00:00,Essar steel,281,0,5.5,5.6,-0.1,214,0
2020-01-03 00:00:00,Goa,490,0,13,10,2.4,25,0.1
2020-01-03 00:00:00,Gujarat,15253,0,313.2,68.4,-0.6,649,0
2020-01-03 00:00:00,HP,1668,0,30.2,23.3,0,135,0
2020-01-03 00:00:00,Haryana,6648,0,127.5,75.2,0.3,222,0
2020-01-03 00:00:00,J&K(UT) & Ladakh(UT),,,,,,,
2020-01-03 00:00:00,Jharkhand,1305,0,23,17,-1.9,187,0
2020-01-03 00:00:00,Kerala,3751,0,75.4,55.7,1.7,210,0
2020-01-03 00:00:00,MP,12262,0,228.2,116,-2.6,424,0
2020-01-03 00:00:00,Manipur,195,3,2.7,3.1,-0.4,45,0
2020-01-03 00:00:00,Mizoram,97,1,1.8,1.2,0,4,0
2020-01-03 00:00:00,NER Meghalaya,361,0,5.7,3.1,0.2,87,0.5
2020-01-03 00:00:00,NR UP,15989,0,299,135.7,-1.9,528,0
2020-01-03 00:00:00,Nagaland,126,1,2.3,2.2,-0.1,6,0
2020-01-03 00:00:00,Puducherry,,,,,,,
2020-01-03 00:00:00,Punjab,6176,0,121,66.3,-3.1,36,0
2020-01-03 00:00:00,Rajasthan,13670,0,239.1,70.5,-5,134,0
2020-01-03 00:00:00,SR Karnataka,11995,0,212.4,57,1.7,962,0
2020-01-03 00:00:00,Sikkim,130,0,2,1.7,0.3,48,0
2020-01-03 00:00:00,Tamil Nadu,14048,0,286.8,162.1,1.1,473,0
2020-01-03 00:00:00,Telangana,10359,0,201.7,104.8,0.1,541,0
2020-01-03 00:00:00,Tripura,225,2,3.5,1.5,0,40,0
2020-01-03 00:00:00,Uttarakhand,2110,0,39.2,22.3,-0.5,130,0
2020-01-03 00:00:00,WR Maharashtra,,,,,,,
2020-01-03 00:00:00,West Bengal,6062,0,107,23.9,-0.2,412,0
2020-01-04 00:00:00,Andhra Pradesh,8433,0,171.2,65.7,-0.3,370,0
2020-01-04 00:00:00,Arunachal Pradesh,121,2,2.2,1.9,0.2,52,0
2020-01-04 00:00:00,Assam,1304,43,21.7,18.6,0.7,135,1
2020-01-04 00:00:00,Bihar,4252,0,76.4,74.7,0.4,105,0
2020-01-04 00:00:00,Chandigarh,276,0,4.3,4.5,-0.2,5,0
2020-01-04 00:00:00,Chhattisgarh,3332,0,68.1,18.9,-2.1,240,0
2020-01-04 00:00:00,DD,326,0,7.2,6.8,0.4,43,0
2020-01-04 00:00:00,DNH,786,0,18.6,18.6,0,28,0
2020-01-04 00:00:00,DVC,3071,0,61.4,-30.5,0,211,0
2020-01-04 00:00:00,Delhi,4728,0,76.6,66.9,-0.9,222,0.1
2020-01-04 00:00:00,ER Odisha,,,,,,,
2020-01-04 00:00:00,Essar steel,288,0,5.3,5.5,-0.2,216,0
2020-01-04 00:00:00,Goa,516,0,12.9,10.1,2.4,43,0
2020-01-04 00:00:00,Gujarat,15469,0,320.7,76.6,1.1,621,0
2020-01-04 00:00:00,HP,1750,0,31,24.1,0.1,224,0
2020-01-04 00:00:00,Haryana,6937,0,132.6,79.7,0.9,196,0
2020-01-04 00:00:00,J&K(UT) & Ladakh(UT),,,,,,,
2020-01-04 00:00:00,Jharkhand,1295,0,22.6,19.1,-1.3,92,0
2020-01-04 00:00:00,Kerala,3732,0,75.4,55.3,1.1,203,0
2020-01-04 00:00:00,MP,12778,0,227.4,110,-2.7,422,0
2020-01-04 00:00:00,Manipur,210,1,2.7,3,-0.3,33,0
2020-01-04 00:00:00,Mizoram,111,2,1.9,1.2,0.3,42,0
2020-01-04 00:00:00,NER Meghalaya,363,0,6.2,3.2,0.6,67,0.5
2020-01-04 00:00:00,NR UP,15709,0,286.8,126.6,-0.7,688,0.7
2020-01-04 00:00:00,Nagaland,124,1,2.3,2.1,0,19,0
2020-01-04 00:00:00,Puducherry,,,,,,,
2020-01-04 00:00:00,Punjab,6228,0,121.4,57.8,-1.5,115,0
2020-01-04 00:00:00,Rajasthan,13864,0,240.4,74,-1.7,445,0
2020-01-04 00:00:00,SR Karnataka,12173,0,217.5,61.5,-0.3,763,0
2020-01-04 00:00:00,Sikkim,137,0,2,1.6,0.4,56,0
2020-01-04 00:00:00,Tamil Nadu,14435,0,298.3,170.5,3,647,0
2020-01-04 00:00:00,Telangana,9921,0,194.9,110.7,-2,326,0
2020-01-04 00:00:00,Tripura,207,2,3.3,1.3,-0.5,24,0
2020-01-04 00:00:00,Uttarakhand,2081,0,39.2,21.6,-0.1,110,0
2020-01-04 00:00:00,WR Maharashtra,,,,,,,
2020-01-04 00:00:00,West Bengal,5775,0,106.4,24.1,-1,209,0
2020-01-05 00:00:00,Andhra Pradesh,8004,0,166.4,67.4,-0.6,429,0
2020-01-05 00:00:00,Arunachal Pradesh,123,1,2.2,2.1,0,32,0
2020-01-05 00:00:00,Assam,1343,17,21.4,18.2,-0.4,130,0.7
2020-01-05 00:00:00,Bihar,4258,0,75.3,74.9,-0.9,250,0
2020-01-05 00:00:00,Chandigarh,246,0,4,4,0.1,28,0
2020-01-05 00:00:00,Chhattisgarh,3414,0,73.1,19.1,-0.3,578,0
2020-01-05 00:00:00,DD,317,0,7.2,6.7,0.5,41,0
2020-01-05 00:00:00,DNH,786,0,18.3,18.4,-0.1,39,0
2020-01-05 00:00:00,DVC,3043,0,63.2,-30.7,-0.3,200,0
2020-01-05 00:00:00,Delhi,4215,0,71.1,60.7,-0.7,255,0
2020-01-05 00:00:00,ER Odisha,,,,,,,
2020-01-05 00:00:00,Essar steel,307,0,5.7,5.4,0.3,306,0
2020-01-05 00:00:00,Goa,491,0,12.7,9.8,2.3,40,0
2020-01-05 00:00:00,Gujarat,15441,0,319.4,83.3,0.8,583,0
2020-01-05 00:00:00,HP,1635,7,30.1,24.1,-0.6,90,0.1
2020-01-05 00:00:00,Haryana,6900,0,132.1,81.7,-0.1,184,0
2020-01-05 00:00:00,J&K(UT) & Ladakh(UT),,,,,,,
2020-01-05 00:00:00,Jharkhand,1232,0,23.9,19.1,-0.7,100,0
2020-01-05 00:00:00,Kerala,3654,0,74.9,57.6,0.8,228,0
2020-01-05 00:00:00,MP,12714,0,230.3,116.7,-4.5,471,0
2020-01-05 00:00:00,Manipur,215,2,2.5,2.9,-0.4,48,0
2020-01-05 00:00:00,Mizoram,106,1,1.8,1.4,0,18,0
2020-01-05 00:00:00,NER Meghalaya,368,0,6.1,3.1,0.6,68,0.5
2020-01-05 00:00:00,NR UP,15743,0,294.2,121,-1.7,532,0
2020-01-05 00:00:00,Nagaland,128,2,2.3,2,0.1,16,0
2020-01-05 00:00:00,Puducherry,,,,,,,
2020-01-05 00:00:00,Punjab,6159,0,118,59.6,-2,8,0
2020-01-05 00:00:00,Rajasthan,13658,0,241.9,79.8,-1.6,288,0
2020-01-05 00:00:00,SR Karnataka,12205,0,217.4,57.5,0,612,0
2020-01-05 00:00:00,Sikkim,123,0,1.5,1.6,-0.1,50,0
2020-01-05 00:00:00,Tamil Nadu,14397,0,294.2,171,0.8,485,0
2020-01-05 00:00:00,Telangana,9618,0,191.9,99.8,1,530,0
2020-01-05 00:00:00,Tripura,218,0,3.3,1.4,-0.4,48,0
2020-01-05 00:00:00,Uttarakhand,2102,0,40.1,22.6,0.7,151,0
2020-01-05 00:00:00,WR Maharashtra,,,,,,,
2020-01-05 00:00:00,West Bengal,5978,0,109.3,24.1,-0.3,200,0
2020-01-06 00:00:00,Andhra Pradesh,8042,0,160.8,63,-1.2,382,0
2020-01-06 00:00:00,Arunachal Pradesh,122,3,2.3,1.9,0.2,54,0
2020-01-06 00:00:00,Assam,1260,134,20.7,16.8,0.5,129,1.9
2020-01-06 00:00:00,Bihar,4299,0,76.2,77.7,-2.9,200,0
2020-01-06 00:00:00,Chandigarh,227,0,3.8,3.9,0,20,0
2020-01-06 00:00:00,Chhattisgarh,3449,0,74.2,19,-1.8,296,0
2020-01-06 00:00:00,DD,286,0,6.5,6.3,0.2,29,0
2020-01-06 00:00:00,DNH,774,0,18.1,18.1,0,89,0
2020-01-06 00:00:00,DVC,2945,0,62.5,-30.5,-1.2,250,0
2020-01-06 00:00:00,Delhi,4182,0,69,58.1,0,239,0
2020-01-06 00:00:00,ER Odisha,,,,,,,
2020-01-06 00:00:00,Essar steel,360,0,5.6,5.4,0.2,270,0
2020-01-06 00:00:00,Goa,410,0,10.9,8.4,2,33,0.4
2020-01-06 00:00:00,Gujarat,15059,0,307.9,79.7,-0.6,470,0
2020-01-06 00:00:00,HP,1614,0,29.2,22.6,0.3,187,0
2020-01-06 00:00:00,Haryana,6308,0,121.4,74.1,0.4,179,0
2020-01-06 00:00:00,J&K(UT) & Ladakh(UT),,,,,,,
2020-01-06 00:00:00,Jharkhand,1310,0,23.3,18.6,-1.1,100,0
2020-01-06 00:00:00,Kerala,3432,0,68.2,55.8,1,187,0
2020-01-06 00:00:00,MP,12702,0,228.8,109.9,-3.5,322,0
2020-01-06 00:00:00,Manipur,183,3,2.6,3,-0.4,30,0
2020-01-06 00:00:00,Mizoram,112,2,1.8,1.4,0.2,34,0
2020-01-06 00:00:00,NER Meghalaya,356,5,6.2,3.2,0.7,69,0.6
2020-01-06 00:00:00,NR UP,15637,150,289.4,121.8,1.7,887,0.5
2020-01-06 00:00:00,Nagaland,128,1,2.1,2.1,-0.2,23,0
2020-01-06 00:00:00,Puducherry,,,,,,,
2020-01-06 00:00:00,Punjab,5484,0,107.5,51.7,-1.4,0,0
2020-01-06 00:00:00,Rajasthan,13146,0,237.2,81.1,-2.3,676,0
2020-01-06 00:00:00,SR Karnataka,11072,0,201,49.1,-1.1,544,0
2020-01-06 00:00:00,Sikkim,111,0,1.6,1.6,0,40,0
2020-01-06 00:00:00,Tamil Nadu,12672,0,279.2,160.7,0.2,392,0
2020-01-06 00:00:00,Telangana,9597,0,190.8,104.6,1.2,462,0
2020-01-06 00:00:00,Tripura,224,24,3.3,1.5,0.8,140,0
2020-01-06 00:00:00,Uttarakhand,2008,0,37,20.2,0.5,131,0
2020-01-06 00:00:00,WR Maharashtra,,,,,,,
2020-01-06 00:00:00,West Bengal,5550,0,102.9,24.1,-0.3,300,0
2020-01-07 00:00:00,Andhra Pradesh,7842,0,161.9,59.7,-0.6,298,0
2020-01-07 00:00:00,Arunachal Pradesh,117,1,2.1,1.9,0.1,49,0
2020-01-07 00:00:00,Assam,1382,9,22.6,18,0.7,138,0.3
2020-01-07 00:00:00,Bihar,4483,0,80.1,77.7,1,170,0
2020-01-07 00:00:00,Chandigarh,274,0,4.6,4.6,0.1,43,0
2020-01-07 00:00:00,Chhattisgarh,3572,0,75.2,18.2,-1.2,333,0
2020-01-07 00:00:00,DD,315,0,6.9,6.7,0.2,34,0
2020-01-07 00:00:00,DNH,816,0,18.6,18.5,0.1,40,0
2020-01-07 00:00:00,DVC,3048,0,62.1,-33.7,-1.2,200,0
2020-01-07 00:00:00,Delhi,4341,0,73.8,62.1,0,249,0
2020-01-07 00:00:00,ER Odisha,,,,,,,
2020-01-07 00:00:00,Essar steel,310,0,5.3,5.8,-0.5,236,0
2020-01-07 00:00:00,Goa,500,0,12.7,9.6,2.5,46,0
2020-01-07 00:00:00,Gujarat,15734,0,318.9,83.7,1.6,749,0
2020-01-07 00:00:00,HP,1665,0,30.8,24.1,0.3,185,0
2020-01-07 00:00:00,Haryana,6566,0,125.7,79.9,-0.3,123,0
2020-01-07 00:00:00,J&K(UT) & Ladakh(UT),,,,,,,
2020-01-07 00:00:00,Jharkhand,1336,0,24.6,16.5,-1.1,60,0
2020-01-07 00:00:00,Kerala,3751,0,73.7,55.7,0.8,207,0
2020-01-07 00:00:00,MP,13347,0,238.3,112.3,-3.3,388,0
2020-01-07 00:00:00,Manipur,203,0,2.6,2.9,-0.3,34,0
2020-01-07 00:00:00,Mizoram,103,1,1.8,1.5,-0.2,21,0
2020-01-07 00:00:00,NER Meghalaya,377,0,6.3,3.1,0.8,93,0.7
2020-01-07 00:00:00,NR UP,15303,0,294,124.9,-2.3,492,0
2020-01-07 00:00:00,Nagaland,128,2,2.2,2.1,-0.1,10,0
2020-01-07 00:00:00,Puducherry,,,,,,,
2020-01-07 00:00:00,Punjab,5440,0,108.2,57.7,-1.6,70,0
2020-01-07 00:00:00,Rajasthan,13442,0,240.7,77.5,-0.9,457,0
2020-01-07 00:00:00,SR Karnataka,11658,0,213.2,53.1,-1.4,524,0
2020-01-07 00:00:00,Sikkim,144,0,2,1.6,0.5,60,0
2020-01-07 00:00:00,Tamil Nadu,14111,0,290.7,154.5,0,633,0
2020-01-07 00:00:00,Telangana,10103,0,201,111.3,0.6,504,0
2020-01-07 00:00:00,Tripura,217,0,3.3,2,0.8,69,0
2020-01-07 00:00:00,Uttarakhand,2106,0,40.4,24.4,0.4,130,0.2
2020-01-07 00:00:00,WR Maharashtra,,,,,,,
2020-01-07 00:00:00,West Bengal,6081,0,106.4,23.1,-0.1,290,0
2020-01-08 00:00:00,Andhra Pradesh,7668,0,161.3,61.6,-0.8,376,0
2020-01-08 00:00:00,Arunachal Pradesh,122,2,2.2,1.9,0.2,66,0
2020-01-08 00:00:00,Assam,1376,10,22.4,18.6,0.5,181,0.1
2020-01-08 00:00:00,Bihar,4320,0,79.7,77.8,0.3,150,0
2020-01-08 00:00:00,Chandigarh,275,0,4.7,4.6,0.1,40,0
2020-01-08 00:00:00,Chhattisgarh,3553,0,75.8,19.1,-1.4,244,0
2020-01-08 00:00:00,DD,327,0,7.3,7,0.3,45,0
2020-01-08 00:00:00,DNH,810,0,18.9,18.9,0,48,0
2020-01-08 00:00:00,DVC,3074,0,64.3,-31.9,0,400,0
2020-01-08 00:00:00,Delhi,4338,0,74.5,62.8,-0.1,198,0
2020-01-08 00:00:00,ER Odisha,,,,,,,
2020-01-08 00:00:00,Essar steel,360,0,6.5,6.4,0.1,269,0
2020-01-08 00:00:00,Goa,591,0,11,10.7,-0.2,95,0
2020-01-08 00:00:00,Gujarat,15651,0,324.5,88,0.4,734,0
2020-01-08 00:00:00,HP,1688,0,31.3,24.5,0.1,176,0
2020-01-08 00:00:00,Haryana,6570,0,124.7,76.9,-0.2,110,0
2020-01-08 00:00:00,J&K(UT) & Ladakh(UT),,,,,,,
2020-01-08 00:00:00,Jharkhand,1309,0,24.2,16.3,-1.3,100,0
2020-01-08 00:00:00,Kerala,3725,0,74.4,57,0.9,183,0
2020-01-08 00:00:00,MP,13747,0,242.4,124.9,-2.8,475,0
2020-01-08 00:00:00,Manipur,205,3,2.6,3.1,-0.5,26,0
2020-01-08 00:00:00,Mizoram,105,1,1.7,1.4,0.2,39,0
2020-01-08 00:00:00,NER Meghalaya,366,0,6.4,3.1,0.9,35,0.7
2020-01-08 00:00:00,NR UP,15897,0,292.3,124.5,-0.9,835,0
2020-01-08 00:00:00,Nagaland,126,1,2.2,2.1,0,25,0
2020-01-08 00:00:00,Puducherry,,,,,,,
2020-01-08 00:00:00,Punjab,5698,0,111.8,58.4,-0.9,127,0
2020-01-08 00:00:00,Rajasthan,13672,0,242.6,77.1,-1.3,477,0
2020-01-08 00:00:00,SR Karnataka,11770,0,215.4,56,-1.9,479,0
2020-01-08 00:00:00,Sikkim,142,0,2.1,1.4,0.7,40,0
2020-01-08 00:00:00,Tamil Nadu,13878,0,291.7,150.1,-1.5,489,0
2020-01-08 00:00:00,Telangana,10851,0,209.3,112.6,0.8,588,0
2020-01-08 00:00:00,Tripura,226,1,3.5,1.6,1,95,0
2020-01-08 00:00:00,Uttarakhand,2086,0,39.5,24.8,-1,70,0.1
2020-01-08 00:00:00,WR Maharashtra,,,,,,,
2020-01-08 00:00:00,West Bengal,6327,0,109.1,27.4,-0.4,200,0
2020-01-09 00:00:00,Andhra Pradesh,7990,0,166.8,62.1,-0.8,245,0
2020-01-09 00:00:00,Arunachal Pradesh,114,2,2.1,1.9,0.2,23,0
2020-01-09 00:00:00,Assam,1312,16,22,19.2,0.3,99,0.2
2020-01-09 00:00:00,Bihar,4457,0,79.5,77.9,0.2,217,0
2020-01-09 00:00:00,Chandigarh,278,0,4.7,4.5,0.3,38,0
2020-01-09 00:00:00,Chhattisgarh,3597,0,74.2,20.4,-1.3,311,0
2020-01-09 00:00:00,DD,326,0,7.3,6.8,0.5,61,0
2020-01-09 00:00:00,DNH,803,0,18.9,18.9,0,55,0
2020-01-09 00:00:00,DVC,3142,0,63.6,-29.2,-0.6,205,0
2020-01-09 00:00:00,Delhi,4282,0,74.7,63.4,-0.2,324,0
2020-01-09 00:00:00,ER Odisha,,,,,,,
2020-01-09 00:00:00,Essar steel,298,0,5.9,6.3,-0.4,240,0
2020-01-09 00:00:00,Goa,493,0,10.4,10.1,-0.3,37,0
2020-01-09 00:00:00,Gujarat,15183,0,320.9,92.2,-0.5,747,0
2020-01-09 00:00:00,HP,1608,0,27.9,23.3,-0.6,137,0
2020-01-09 00:00:00,Haryana,6531,0,120.2,74.9,0.1,202,0
2020-01-09 00:00:00,J&K(UT) & Ladakh(UT),,,,,,,
2020-01-09 00:00:00,Jharkhand,1333,0,25.6,16.7,-0.3,130,0
2020-01-09 00:00:00,Kerala,3335,0,66.7,55,1.2,185,0
2020-01-09 00:00:00,MP,12574,0,227.7,119.5,-3.4,834,0
2020-01-09 00:00:00,Manipur,201,2,2.6,3.1,-0.5,14,0
2020-01-09 00:00:00,Mizoram,100,0,1.8,1.4,0.1,26,0
2020-01-09 00:00:00,NER Meghalaya,372,0,6.5,3.1,0.8,79,0.5
2020-01-09 00:00:00,NR UP,14413,0,269.2,103.8,-2.4,620,0
2020-01-09 00:00:00,Nagaland,128,1,2.2,2.1,-0.2,22,0
2020-01-09 00:00:00,Puducherry,,,,,,,
2020-01-09 00:00:00,Punjab,5748,0,112.6,57.4,-1.4,12,0
2020-01-09 00:00:00,Rajasthan,12950,79,239,75.5,-0.8,430,0
2020-01-09 00:00:00,SR Karnataka,11803,0,216.7,57.4,-0.5,569,0
2020-01-09 00:00:00,Sikkim,149,0,2.1,2,0.2,57,0
2020-01-09 00:00:00,Tamil Nadu,14372,0,298.3,155.8,0.5,440,0
2020-01-09 00:00:00,Telangana,10744,0,209.4,112.8,0.4,462,0
2020-01-09 00:00:00,Tripura,217,0,3.9,2.5,0.8,62,0
2020-01-09 00:00:00,Uttarakhand,2153,0,40.1,23.5,-0.6,81,0
2020-01-09 00:00:00,WR Maharashtra,,,,,,,
2020-01-09 00:00:00,West Bengal,5533,0,106.8,26.5,-0.2,250,0
2020-01-10 00:00:00,Andhra Pradesh,8193,0,168.6,64.8,-0.8,347,0
2020-01-10 00:00:00,Arunachal Pradesh,118,2,2.2,1.9,0.2,5,0
2020-01-10 00:00:00,Assam,1363,14,23,19.4,0.7,97,0.4
2020-01-10 00:00:00,Bihar,4312,0,70.5,70.9,-1.4,195,0
2020-01-10 00:00:00,Chandigarh,282,0,4.7,4.7,0,53,0
2020-01-10 00:00:00,Chhattisgarh,3439,0,69.7,16.1,-1.6,385,0
2020-01-10 00:00:00,DD,322,0,7.2,7,0.2,33,0
2020-01-10 00:00:00,DNH,810,0,19,19,0,38,0
2020-01-10 00:00:00,DVC,3104,0,62.8,-29.2,0.5,375,0
2020-01-10 00:00:00,Delhi,4586,0,77.5,65.4,0.7,265,0
2020-01-10 00:00:00,ER Odisha,,,,,,,
2020-01-10 00:00:00,Essar steel,294,0,5.8,6,-0.2,237,0
2020-01-10 00:00:00,Goa,496,0,13.5,10.1,2.8,29,0
2020-01-10 00:00:00,Gujarat,15139,0,317.8,77.8,-3.2,614,0
2020-01-10 00:00:00,HP,1613,0,28.8,24.5,-1.7,127,0
2020-01-10 00:00:00,Haryana,6596,0,126.5,82,1,195,0
2020-01-10 00:00:00,J&K(UT) & Ladakh(UT),,,,,,,
2020-01-10 00:00:00,Jharkhand,1408,0,23.9,16,-0.6,112,0.2
2020-01-10 00:00:00,Kerala,3717,0,73,54.9,1.9,267,0
2020-01-10 00:00:00,MP,12896,0,231.1,108.7,-3.1,350,0
2020-01-10 00:00:00,Manipur,206,2,2.7,3.2,-0.5,29,0
2020-01-10 00:00:00,Mizoram,105,1,1.8,1.5,0,46,0
2020-01-10 00:00:00,NER Meghalaya,382,0,6.4,3.2,0.8,88,0.5
2020-01-10 00:00:00,NR UP,15452,595,276.6,106.2,1.8,757,0.8
2020-01-10 00:00:00,Nagaland,123,2,2.3,2.1,0,26,0
2020-01-10 00:00:00,Puducherry,,,,,,,
2020-01-10 00:00:00,Punjab,6000,0,113.5,58.4,-1.8,39,0
2020-01-10 00:00:00,Rajasthan,13495,0,231.5,70.1,-3.4,246,0
2020-01-10 00:00:00,SR Karnataka,12305,0,225.6,64.9,0.1,736,0
2020-01-10 00:00:00,Sikkim,142,0,2,2,0.1,35,0
2020-01-10 00:00:00,Tamil Nadu,14333,0,298.3,157.7,-0.2,474,0
2020-01-10 00:00:00,Telangana,10918,0,212.1,121.4,-0.2,569,0
2020-01-10 00:00:00,Tripura,219,1,3.4,3.3,-0.1,48,0
2020-01-10 00:00:00,Uttarakhand,1993,0,38,20.6,-1.2,167,0
2020-01-10 00:00:00,WR Maharashtra,,,,,,,
2020-01-10 00:00:00,West Bengal,6143,0,109.6,28.6,0.9,280,0
2020-01-11 00:00:00,Andhra Pradesh,8521,0,171.5,65.2,-0.7,323,0
